amount,hour_of_day,day_of_week,transaction_type_encoded,is_international,account_age_days,avg_transaction_amount_30d,transaction_count_24h,distance_from_home,is_fraud
1815.3185910593832,4,5,0,0,2089,839.2936168845649,4,760.1569205806691,0
808.9769550517979,17,6,3,0,2919,281.43037272109314,16,3168.698481298461,0
2469.251666327642,17,2,2,0,3613,286.9525338864636,20,3762.979178114208,0
8148.314129489956,0,4,0,0,2,665.0775694092782,26,1126.0779128790628,1
2541.8324923605546,23,3,3,0,2762,341.62083287397854,4,560.275555499769,0
2451.192016504956,10,0,2,0,3014,157.9227243483087,11,3571.048234471628,0
84.86721838188217,22,5,1,0,1627,627.5103589244875,13,1412.4313604984245,0
2706.2689095212527,8,2,2,0,1417,834.7110645791483,3,4948.995470000944,1
3670.0059767858284,14,4,0,0,1788,707.0331265094995,15,3455.9546385822255,0
3034.078486650394,9,5,0,0,1024,250.59990094693205,15,3654.397464902923,0
1568.5565317965625,23,1,0,0,2529,139.45205465723464,20,520.587206714565,0
4015.481039914237,9,4,0,0,1409,460.5045204493492,13,3548.2566991095227,0
1304.499522618737,8,0,0,0,3110,368.9140758637189,6,3814.373928232474,0
1118.2141513544275,10,1,1,0,2020,609.9590639587518,15,3170.3915236319017,0
3786.8444604091005,11,3,3,0,2720,62.43196480844274,2,929.7789042796861,0
3099.089442238868,2,4,2,0,2924,871.8322070959882,17,252.33925012842218,0
1109.8520465456143,10,0,3,0,221,324.2944680839401,7,2157.180887585909,0
6866.618916953933,20,2,0,0,17,431.73313595833963,5,9669.440645368119,1
3159.1746729573256,18,0,3,0,413,482.7851655542459,14,3033.3509630233966,0
2474.545688943252,4,5,0,0,2672,509.76324185138066,16,405.83016519653125,0
2939.530728379601,9,4,1,0,2264,304.9482230700396,15,2652.381735160172,0
4714.68304340484,17,6,2,0,2595,319.0974794389856,12,3483.99441389476,0
1545.8708427014644,11,1,0,1,1914,349.27087663178423,10,6043.64102339743,1
2004.231189432696,11,5,2,0,2187,853.5341409745632,2,1191.5943298899579,0
1233.9589847196712,7,3,3,0,1952,695.9467287026538,16,256.0847129397997,0
2752.400154628267,9,2,2,0,1349,340.3413815281573,15,2063.747090122025,0
3309.405067908638,21,3,2,0,2718,312.7660998846077,6,3801.008394979233,0
1472.9260766262694,23,2,0,0,2560,451.62692909235096,14,1545.7000642890805,0
1917.8718302924572,23,6,3,0,559,362.8093860980234,4,4275.866502903214,0
3061.4393669505803,21,5,2,0,2698,915.9730851193156,15,289.9307302337523,0
189.8785068817002,13,5,0,0,1730,220.9069887328847,19,3253.7787430705466,0
4413.11903113286,19,4,0,0,1964,772.5368420556674,1,2354.6181469107332,0
1653.7802152709332,18,2,3,0,1679,146.3900910200508,14,1163.5843575671006,0
1935.9159173595824,0,1,3,0,875,274.312849792842,12,1640.0358431850232,0
2110.2694411156826,18,0,0,0,3359,638.5104648397728,8,1941.993435075564,0
4336.872334566015,20,2,3,0,11,112.74153757026025,16,4981.845608214239,1
3306.4612040053275,11,6,1,0,2029,327.30970778132337,8,3287.5934769632627,0
388.3681101986378,17,4,1,0,1672,109.75588194455752,3,1280.9110942672885,0
3477.4264088032187,22,4,1,0,3130,574.3779616318519,9,4494.526654265436,0
1684.0212446556525,21,1,0,0,635,963.0199736831,11,3258.87170786659,0
1285.2184968429008,23,0,3,0,2085,829.8881197289504,15,2821.189270094476,0
347.5459222824362,4,2,0,0,3647,655.0742302900504,18,223.4904962633444,0
3309.892877787128,11,1,0,1,1761,440.3613250591789,1,1973.240613450492,0
3661.2500063110774,14,5,2,0,1948,483.3270672147142,8,2301.7071381532987,0
4500.115181799889,6,5,1,0,3440,848.0114716922665,10,2451.1782089864955,0
2949.734943538762,7,6,3,0,3048,749.2170374298767,7,3501.9686297546145,0
3050.53048775933,21,6,2,0,1206,220.24969240579196,13,637.4058033309549,0
3847.6562707717612,14,4,1,0,2671,642.7960926146394,6,1322.2903102300127,0
3892.1703498233596,20,3,2,0,3357,574.9121649876914,8,2331.4832063694657,0
903.1992398270289,14,2,3,0,1224,671.7881122847562,1,4515.951618400455,0
4533.868163174265,7,1,1,0,3143,561.8735966008321,8,692.4950339661723,0
3102.0710652047583,15,6,1,0,2473,551.1059210344611,6,394.9943436019171,0
1664.83115050383,10,2,0,0,3017,471.8225994787257,13,2701.146087823771,0
9189.00333637295,9,3,2,0,20,609.3112359677764,8,2267.1760245537193,1
4037.1377097314526,10,3,0,0,1960,50.17078274153122,10,765.8555337362793,0
3754.9152420575674,15,4,0,0,2069,299.5071446285939,3,3372.296418917768,0
4202.05086542545,23,0,1,0,2309,541.4917619398525,11,4705.343668274193,0
4510.799494115455,16,3,0,0,1899,856.9832940870201,18,3910.993659010113,0
2369.042529971054,2,0,3,0,558,662.7554177998117,7,2114.37920230436,0
4398.507407232851,22,5,0,0,702,507.7767209378117,9,2852.5296399497724,0
4731.555734394792,6,4,3,0,927,836.1309143212252,12,1727.7125325586862,0
3614.7682557955086,18,6,1,0,959,910.437461227707,1,1131.3623618056145,0
3567.118829390245,23,3,2,0,313,985.6049497193726,9,3229.014798943214,0
3636.9724009807637,6,6,2,0,3006,859.5468314271842,19,205.40759674916197,0
1789.1994465808768,15,3,0,0,480,570.3853798815504,9,2892.8017242011583,0
9512.87716312689,8,6,2,1,3,371.88945103442387,13,3771.1866427007294,1
2630.3844558964065,11,4,2,0,3434,956.3563719212043,14,4080.324199572378,0
2085.1656607157884,15,2,0,0,2833,440.7105263256436,16,1055.8524876695863,0
1247.5165911354559,8,6,2,1,1671,380.43579744008866,8,4267.791666980455,0
2147.7516880389867,13,6,0,0,2530,141.55271110360576,3,3814.333889711787,0
2801.412546047357,21,4,2,1,282,126.98041739566636,20,2364.288037289825,0
514.9593607972095,1,3,2,0,2295,203.27592501016574,0,380.5676549696618,0
4712.310797503962,20,3,1,0,617,132.11397482011694,14,872.9613834476718,0
220.01634084788927,18,1,3,0,2548,271.60377273797053,11,1759.200077480067,0
4673.196846676714,21,5,0,0,2257,810.4577268453303,1,4320.976228515462,0
4142.476900107355,11,5,0,0,2851,161.46649021746947,17,4702.252731810675,0
1430.1030340171533,0,3,3,0,1160,94.21322715241783,8,4886.985676487049,0
9523.612422043661,19,6,0,1,45,431.8810415381802,0,857.7087006542048,1
2692.221745830685,1,2,3,1,478,432.6654634147174,2,3458.9334783610484,1
4686.038676750011,9,0,0,1,2739,839.1007186600744,9,7076.789095960583,1
3913.237278824468,4,0,0,0,423,535.5249854904105,8,642.7922273121744,0
313.77421278711586,19,1,3,0,1988,707.3181658734012,15,1406.2610157778615,0
2712.0802893201903,22,0,2,0,2181,865.7682864500596,14,1215.9211410296627,0
4501.166693160081,20,4,1,0,1812,446.9072742124848,10,487.3885546451823,0
4070.6671837880745,23,6,1,0,369,679.8379487386625,2,1335.8657111762234,0
3686.915986437585,19,6,1,1,3130,542.7978339040872,3,3284.3957860447877,0
3371.767662474231,5,6,1,0,138,519.8654033018082,20,1224.8200366519395,0
2330.5686083410624,1,4,2,0,2427,782.6918882013682,15,1064.2939339449747,0
1114.6274856769278,15,3,1,0,939,603.1085303098448,4,594.7104204898823,0
502.78292811018423,12,0,0,0,1222,710.654229945354,17,83.04456726389576,0
1775.0591616639404,7,0,0,0,463,426.1736959494071,13,4200.018475587018,0
3501.8647005600355,9,4,0,1,55,393.7559952292411,3,1425.8254138713344,0
3578.5108141958585,23,2,2,0,1993,882.5412203071755,1,990.9247293585261,0
4895.873107430086,19,0,3,0,3426,588.5731384987561,6,4564.116014888388,0
3512.299434798468,7,4,3,0,408,350.1116777168681,2,1859.2387015855932,0
2636.1862661381074,10,3,2,0,2841,883.7210582400587,12,795.758074675485,0
2710.8023031370617,22,6,0,0,2991,393.5443417600523,15,1320.372917207815,0
2382.020535903376,7,3,3,0,641,188.52433437988157,3,1541.8181471985054,0
1826.103477742034,23,1,1,0,1631,521.5861285140054,10,1862.816958442668,0
1638.7676166713256,3,1,3,0,616,577.128191667786,6,4926.505053663775,0
3848.9497507354804,0,0,0,0,2640,953.696994976086,11,4019.756595825356,0
962.8777189578271,16,6,2,0,1017,595.1810941105974,2,989.6745937223506,0
4640.311994686397,16,5,3,0,1653,173.93750258347194,16,1651.3884382274052,0
2254.038963135248,16,3,0,0,2233,918.5978078005606,9,2197.6932976501507,0
2509.224570869794,7,3,2,0,2695,53.82445588716206,10,587.2062223196561,0
1092.1096696970492,15,0,1,0,632,407.68681093875955,2,735.0128222843566,0
4325.449778074629,11,6,1,0,2766,712.8342008798153,16,1729.756179959574,0
3923.2584310622706,22,0,0,0,1978,846.1387313322147,1,2235.417475337087,0
573.9227269828677,17,5,2,0,1423,590.1472491331322,3,1182.0842292120826,0
3965.151458212336,10,0,0,0,3002,542.5567675047755,1,1223.9421841258152,0
3103.595865793655,10,5,1,0,69,392.3601664730855,10,4079.9017831080373,0
1991.421212095295,7,3,2,0,2242,221.8902287958436,4,948.3192485176922,0
3945.40033155615,7,6,0,1,1708,185.89695111729736,6,9506.760653900024,1
4841.91626810934,10,1,2,0,170,187.72691237369355,14,3893.1845092517838,0
1355.0738298141075,22,5,2,0,2750,759.7711815523706,1,4940.911191097461,0
240.95834350158728,6,3,1,0,1974,223.8602584807691,0,2017.3302808599176,0
1754.5444998972077,21,1,2,0,2665,444.9895698289794,17,512.9489373140561,0
111.10333870851964,5,5,2,0,1729,489.6124119092104,0,521.8634970020669,0
4292.689659878587,16,6,3,0,1747,102.72129550645792,7,628.1408185630155,0
2930.3805394089854,19,2,0,0,3586,800.6913119063803,19,1209.536662373153,0
526.7776391036201,11,2,3,0,940,306.67042062793297,7,1995.437206125516,0
5608.015985830302,1,5,0,0,6,951.8943702435798,27,7286.437973321122,1
1266.1627092378344,8,0,3,0,785,584.8519935371951,12,193.031378924583,0
2880.7168845065444,11,5,0,0,2565,208.98964378879072,20,4444.89501958065,0
3154.168322140457,23,6,0,1,3128,850.4351218441607,18,1718.5249257273922,0
1451.0270165521983,7,1,3,0,404,730.3000719264271,11,2363.117397737944,0
2086.023755572556,23,2,0,0,2973,655.8921834477322,29,103.7907203428736,1
1406.57575775872,12,6,1,0,3048,864.3846135957995,13,3457.0361047692295,0
3412.65319840965,5,6,3,0,3080,360.26024186434597,14,2334.1301514377237,0
4894.264174547895,11,1,0,0,1588,929.1101579449255,9,3914.220420804711,0
6742.377228166203,4,4,2,1,14,844.4820342986906,23,912.4000831389246,1
4874.228278421123,19,1,0,0,1963,698.9988608531273,7,2269.446176162622,0
4274.124551153316,1,2,0,0,775,400.72967427728395,2,43.36315694413451,0
1493.7089401782052,18,1,2,0,2494,77.22542946699149,0,1217.3087865047999,0
4287.2128997370055,23,5,2,0,2390,184.01202584578203,15,4897.2876940536735,0
8949.325328992743,2,2,0,0,2954,806.4181018042266,12,3241.8678403714553,1
3047.521739111046,23,3,2,0,658,726.0820593304269,13,472.56431835034476,0
157.3050338771787,14,2,3,0,1613,430.12197369527496,20,1288.374208809423,0
1631.490305261003,18,6,3,1,1529,75.84295424681048,19,3546.9622939230385,1
3691.414300666352,12,0,1,1,3296,357.6721160606448,12,3673.7078531700017,0
1164.2589854100179,6,0,2,0,2097,406.34579487144424,20,3597.8819080844805,0
3643.284774377521,6,1,2,0,2887,654.9295988016687,17,4849.136614664144,0
4335.132724481928,15,0,2,0,2413,351.366051120884,1,4557.697844465979,0
3133.6146852541597,14,1,1,1,2531,176.04430326612191,19,3621.0124797566605,0
4938.0785158373665,7,3,2,0,1943,199.89020979374723,19,96.48004239357577,0
3667.534032236986,5,1,1,0,1745,664.4036963712011,11,3560.4576186411123,0
1397.1798600714183,22,5,1,1,321,380.7942974913732,18,1955.8583797081417,1
4961.917686935023,23,2,0,1,1521,51.36536599134214,10,7703.779762391194,1
878.6649996574173,23,1,1,0,3208,763.7905040901381,3,4740.738482470855,0
1891.564691505704,5,2,2,0,2507,73.32216070418984,8,2109.7135413150913,0
3141.105131938887,5,3,0,0,1613,965.6840583970209,13,2661.325131241604,0
4018.615673507562,18,5,3,0,1089,121.4357653830707,0,1884.5721418897626,0
5794.043017144737,17,4,0,1,1890,93.81119294792018,23,6466.671679336629,1
2939.3162290635373,3,1,1,0,742,789.7388139483639,15,4450.887539314525,0
2296.8676697428064,13,3,0,1,678,578.1511269293735,17,3756.7487526620484,1
4681.471727076344,14,0,2,0,780,864.0494998828493,14,2214.8540771005614,0
1074.8940603111307,10,1,2,0,3549,247.20231971111704,19,4490.369756274191,0
1829.408057855833,13,5,1,0,2393,972.454114428175,9,2910.8906429719577,0
1498.4912378555612,8,3,0,0,3501,713.0801294246818,11,3335.7309760008525,0
3271.0892593411286,15,6,0,1,124,973.5973692527517,13,4558.51768226086,0
4711.918352336648,19,0,2,0,3612,625.0183737226719,11,2590.6100441318163,0
726.4796176369153,6,5,3,0,2523,844.3837974661458,8,491.7491831896109,0
1749.5908378443853,2,3,1,0,2038,870.0406644990113,8,2172.0082600814017,0
2372.939518863245,5,0,2,0,2216,425.88057950366357,17,2168.9666791315117,0
1448.3429288205834,12,6,1,0,3427,986.5290649849774,21,889.9426910861945,1
3484.136042321332,12,6,2,0,2440,455.3537244780385,5,4803.962929966174,0
4647.526745572431,5,2,2,0,2174,814.1456509579589,0,3087.0554417417907,0
3505.2570260206903,22,0,2,0,330,229.94379943336355,17,572.1267061507707,0
4771.653254666373,19,5,2,0,1378,494.25867671990454,16,2084.869019573277,0
2434.6956485152323,22,1,2,0,1436,642.9115883609023,8,564.0335229086046,0
4138.4247941578205,21,0,3,0,3580,721.6543122488631,13,2533.0610438390718,0
1551.6950813107992,8,4,0,0,2588,702.3908487490556,17,2895.5437050083715,0
3124.7084523214994,4,0,2,0,165,966.8729959321389,10,3820.986992504522,0
310.08095904974635,12,4,0,0,2207,994.1827510537014,19,199.84139993042604,0
172.11502090433993,2,0,2,0,2949,564.7277120587684,18,1735.0433752120148,0
1504.2790193945775,17,6,0,1,3264,113.95500796724446,14,6802.771429591396,1
4165.933319218305,13,5,1,0,836,115.06220492588886,16,4910.349456260656,0
4125.359091807674,12,4,0,0,2634,349.80098785784713,3,4704.463218111894,0
1725.5673492001417,4,0,0,0,3070,685.3955727763977,9,2964.488225976166,0
6407.327511605755,17,2,1,1,3,590.8771193812652,17,9786.031777396163,1
3465.642468792044,0,5,3,0,2441,944.0538878428422,18,238.9703216385719,0
459.5392140046886,16,0,2,0,1314,494.24168198166194,18,2851.531992283676,0
3969.2770179885406,9,6,0,0,1373,628.0621904658883,12,2003.6748786611536,0
1493.800222276717,3,5,0,0,2992,793.153256606237,3,1234.1027224710415,0
1822.3074941075527,1,6,0,0,2297,177.70709556110273,6,2658.5088633036,0
4665.971434018394,7,4,3,0,2070,281.4945243025504,17,1544.138243316206,0
8056.763961182235,15,3,0,0,3374,801.2545115053204,12,2245.612941512846,1
3768.1723976774047,11,6,3,0,2018,833.7306931343063,10,2032.4422514441958,0
1838.1479371177397,16,4,3,0,2089,558.3952658087871,9,3449.71360388713,0
485.23018189503773,15,5,2,0,713,235.51279431794376,10,3396.060675359885,0
612.8103971573593,6,5,3,0,968,127.43933650901776,20,303.88205738210274,0
2789.9207161648037,9,3,2,0,2698,96.7731648711756,2,3278.308929771035,0
4283.225421639953,3,2,0,0,743,642.6020929276198,11,282.01428343777536,0
2749.5585938144022,5,1,3,0,756,949.1597572911271,15,4442.327670430508,0
4315.560721123108,11,2,2,0,2671,746.2140352689437,2,2546.226273133967,0
4593.022200990736,10,6,3,1,3146,610.5308654969685,9,3610.815554750192,0
2879.8406331686488,2,4,2,0,3371,939.1140227753041,8,3506.703367212656,0
310.66681863175353,2,4,0,0,2156,186.83375761641253,3,2302.5745547119495,0
4776.83193158904,2,4,0,0,768,279.1897516816945,20,214.36106997671067,0
2951.2946299273617,13,5,2,0,3011,491.92401184018064,18,631.3277280551794,0
878.8691803289231,11,2,1,0,645,260.04944420723416,1,1577.7629962801693,0
4876.513109156766,1,1,1,0,3581,507.8865310049842,15,2788.30273311573,0
4488.032923909018,21,4,0,0,3385,391.23119275836166,9,343.81514514961356,0
841.611637108322,12,6,3,1,3624,484.9228200505939,19,4362.571299595936,0
93.33927161744366,15,5,3,0,1916,886.6476256812887,1,315.2529613100108,0
2772.8858803790517,20,6,2,1,3091,842.6273412660505,16,688.1644739962201,0
3217.710377639709,0,1,1,0,1464,906.0634954234483,14,1652.0213734507981,0
3456.3355722206006,2,5,3,0,112,924.7381297632367,8,4214.434441066204,0
3922.9696973446066,16,1,1,0,2790,649.1282447241697,4,2980.7087491443294,0
4039.307002864255,15,5,1,0,1508,584.062546420454,10,501.9462103862865,0
1633.887976108067,13,4,2,0,347,832.1632527523105,1,2875.98537242981,0
1601.7833473538503,17,6,0,0,1720,58.93453675930257,11,1139.8520812525014,0
4699.992079100017,5,5,0,0,25,50.90822927929454,8,5065.084260757234,1
4733.37779451163,22,1,1,0,2310,575.0188120246166,16,3811.7449861959412,0
1735.196655887467,22,4,0,0,1342,687.6046742801987,19,2731.0634518712086,0
1049.0953330724624,16,3,3,0,1893,918.4723741091486,15,2637.4626329783473,0
320.56705749143595,17,1,0,0,480,785.2475226004401,18,2923.117347624198,0
51.804862886763395,13,4,1,1,570,657.0897899327894,12,154.36513895996094,0
6959.0164912572245,8,0,2,0,1696,862.2674685935759,9,3213.49345163856,1
4231.027067120398,13,6,1,0,273,132.61043866605726,3,1742.9350162989638,0
4984.308536888631,6,4,2,0,1236,577.8154964925245,2,2020.8564831469562,0
4361.357038083951,14,2,1,1,2657,255.90450403944166,19,4139.855496574386,0
2380.6286978215635,2,0,0,0,3649,629.6851011186953,14,307.4532363328575,0
2067.0816317611916,3,0,2,0,391,890.6349213060446,20,4108.7778880736905,0
1743.3702984201766,15,1,2,0,550,267.1715066439468,4,987.6249263976828,0
3491.6336103753642,2,0,3,0,1537,824.1667031390182,13,920.5838626315066,0
2012.5813523354861,23,5,2,0,2448,255.92450381938602,1,1400.734171881134,0
2047.2875225994333,3,1,0,0,2568,702.7118818449848,19,3392.1683598943546,0
3842.0170081597944,20,6,2,0,2243,624.9566499389663,3,29.968258685421635,0
1991.0296778838992,3,4,0,0,553,637.0158651845628,18,2777.7112494097437,0
2584.545308362827,11,6,0,0,1659,822.9488358013732,10,920.2743415048026,0
4133.283527264713,18,6,0,0,2670,278.36303991464035,8,4703.346859219778,0
937.2757572071426,17,2,1,1,1369,553.9845239423748,2,4147.4421967659,0
4866.334917098931,5,6,2,0,1318,59.38041808478801,7,1043.6038299265488,0
2049.8174243653502,13,6,3,0,2887,182.84229482823616,9,56.67017325490076,0
57.44616411026719,18,4,2,0,1187,651.3008155107478,15,2548.1689827874893,0
117.89992001186341,10,2,0,0,2208,748.6759598319693,17,2708.571627727611,0
8214.701115701482,18,5,3,0,10,473.276054183125,9,8403.620497926715,1
1430.8096577801787,11,2,0,1,1947,964.3230373438932,4,2512.2188631620734,0
4925.496692007722,9,6,1,0,2146,232.99784483717045,13,4696.236575722758,0
1725.4740386998214,18,3,1,0,639,124.39924086216145,17,1079.5208756045988,0
1126.8652468455089,5,4,3,0,3003,77.11590839566568,10,4308.01621406878,0
2818.8416482883017,17,6,1,0,2614,270.9752512406486,1,1127.2268073569007,0
7445.795100870778,10,3,0,1,5,642.3301865660153,9,4316.01956548617,1
4039.327309788893,15,5,1,0,1301,426.3397101178329,12,2137.1251839280385,0
252.0285053657703,18,6,2,0,482,334.43663006121477,17,4955.197368018985,0
7686.48846157925,14,6,3,1,1,957.3275636591467,19,7155.854270830696,1
1895.1432597070104,5,3,2,0,1531,712.5867591265035,8,902.7394815903406,0
1823.5884782108792,19,6,2,0,1048,390.8955878471478,6,4414.159130216558,0
1486.163724830741,10,0,1,0,383,927.2351583220616,0,2780.2327767953193,0
861.3891950803799,5,6,2,0,1741,121.72041065871652,6,4118.780865211192,0
1954.8576693367777,7,5,2,0,305,628.39195214273,8,2086.9555373865887,0
2329.4952620097956,13,5,2,0,2103,549.7920941246286,17,161.11305133438282,0
4892.791200630185,15,6,1,0,2913,245.0092274301669,7,3553.881154079591,0
1262.8149793934826,17,5,0,0,896,249.8714955739566,20,2832.9695458006004,0
4165.692269170868,12,0,0,0,603,479.737754781321,11,2366.5052452278446,0
4134.867491021158,9,1,0,0,1011,460.337306286305,20,3212.707048328769,0
2725.904297674564,7,5,2,0,3255,957.0720430523696,7,1323.4179471277102,0
2249.083774559559,19,5,3,0,1754,621.4089963664543,12,2366.49670658965,0
3703.8613347300093,10,2,2,0,1431,906.6063055176882,13,1866.3664558659848,0
1232.4967390030827,17,0,0,0,753,359.978971758384,10,3538.2271344601727,0
3641.217213393873,19,3,3,0,2987,914.992138646355,2,3801.7035368454017,0
3971.063172134619,2,3,2,0,1437,593.8036511665416,6,2684.3476445181773,0
1855.8926811493438,22,1,2,0,317,608.9794413108891,20,3949.699702718491,0
2780.1378993325784,7,2,0,0,3105,272.9581276098599,0,2679.0887230254066,0
2764.655320354515,16,3,3,0,2112,473.55157518331134,3,4317.115516086947,0
1105.272168429308,17,2,2,0,1666,655.3067807190922,2,3315.886198130992,0
116.36578901115169,11,2,3,0,654,219.13217330200743,20,629.9427540086344,0
985.9545088082815,0,2,1,0,2608,554.3763452577498,19,4735.493649081494,0
3292.3992161643205,0,3,3,0,3422,559.5418743042075,17,1667.5854254503208,0
4716.454218524204,12,3,0,1,3440,788.5046838640803,15,2768.7046498666587,0
3211.1459672422434,14,1,0,0,1747,203.2417562900786,7,1940.3620825548278,0
689.9910135527363,5,4,2,1,1382,642.9640064667414,4,1350.5120041174885,0
422.4771812285363,18,0,3,0,2660,298.18302141112406,2,4928.809302052481,0
3214.943825271756,3,0,2,0,28,335.859676466567,0,1203.931194861867,0
3169.950715223582,6,1,1,0,2331,829.8525730665649,4,3636.2436964065755,0
1256.9885967098166,17,5,1,0,3513,861.293404830562,10,651.8302736712301,0
1688.21911353785,3,0,1,0,1634,885.4578319640794,19,3980.8990782659316,0
4195.918399189529,0,6,1,0,694,951.1505204004021,0,4698.665077477532,0
3886.375710089085,8,3,2,0,3228,434.42869274902813,2,884.5894684012218,0
4067.503717065776,21,0,0,0,1802,699.5481592623918,16,2156.2703496419995,0
2111.6658803014707,2,1,3,0,2652,115.74472558384473,0,3361.525546000548,0
2191.0032153571537,16,2,2,0,297,80.75612016477056,2,4195.923958541431,0
176.21163632749168,11,4,0,0,859,729.1118353501594,9,2589.5912652370916,0
1671.0578536853482,12,5,2,0,636,435.4824207099133,5,3693.070660393463,0
3581.0750474870692,0,6,3,0,2309,88.4963804981375,6,1196.6928608792964,0
2543.575462497558,8,2,3,0,2529,546.7376561838498,0,1878.2491548163339,0
3870.4113244885248,7,3,0,0,2054,800.8058705451473,2,2741.7723185373115,0
572.0302912630482,16,4,2,0,111,752.0797710731516,3,1788.0375990428427,0
7530.789591187107,13,2,1,1,890,173.0513744843812,28,1602.7258794083696,1
2700.693005933511,10,4,2,0,2081,997.9471940310091,15,4019.146489759896,0
732.9272161041679,23,2,0,0,3221,695.9990998804778,15,4162.268521800537,0
2599.2762526083347,0,5,0,0,3400,736.5248113028574,15,1052.8103239609588,0
274.85434027873845,23,3,2,0,1827,740.0902587424931,1,724.8268846929412,0
4092.389415572845,17,2,2,0,973,192.13865314715514,4,4580.2748077207025,0
1542.6803667541858,20,1,1,0,1596,696.7611789278766,10,2924.685039269869,0
3568.409933102795,8,5,1,0,2889,293.32614178029456,20,3680.4280030710192,0
2918.246016745904,22,4,3,0,2298,667.5399085354545,8,4054.3704469041604,0
1840.135532026885,19,4,0,0,1638,481.92765019235895,13,4695.050417425675,0
1899.3528681198675,3,0,0,0,1229,685.0462983630183,6,546.9441880394149,0
3141.1761474015884,2,1,1,1,2617,751.1308721556007,18,541.7778747307506,0
2725.7483999574047,7,2,2,0,1907,755.5537947431372,19,3926.1462399186016,0
1158.9781784552292,17,0,3,1,2420,391.76105364828334,10,9629.871607478519,1
1659.4361842488177,2,2,1,1,123,688.7511975579009,20,3197.104715057442,0
399.2268664070508,6,5,2,0,146,238.9557258637454,20,4444.987063652454,0
1254.990911879862,19,3,2,0,3251,906.37762483433,5,3381.63891908789,0
486.0456287316247,22,0,3,0,2016,360.9775652983244,19,4972.46512775542,0
468.8319229527092,16,5,0,0,2400,100.098548492753,15,4523.001671003778,0
3584.523792382563,16,1,0,0,1448,374.26739722975725,2,997.938260161737,0
5056.669919202605,6,3,0,0,2422,102.52785558421843,9,4030.7210204451844,1
2988.6987733065894,23,3,2,1,2959,977.9454243107009,10,2332.08323867756,0
3290.363033248909,18,3,3,0,2784,400.30462071418884,17,1442.3006133975657,0
2017.955696670943,18,3,2,0,3020,819.6683545613005,2,1552.6199657627171,0
1417.1669902954077,6,0,1,0,2262,93.93515581284026,2,2955.551801474345,0
3616.9284850265612,10,2,0,0,3344,118.1176120498874,1,2009.1180156128257,0
4447.265504509004,5,0,3,0,3372,824.2413777528723,8,3537.677864709287,0
4001.085810296404,10,2,0,0,2988,220.86133057328732,19,3418.3911495241805,0
4649.695759129186,15,6,1,0,1997,924.8099548325947,17,1929.1361654579787,0
2073.6918285028655,11,2,0,0,2152,669.2086032142602,7,4113.891857776751,0
3968.7352150648485,6,1,1,0,1991,362.8477188059624,17,4490.628855896824,0
2297.515075006868,5,6,2,0,3391,164.96982662024396,17,572.3328896413965,0
1620.7077975805337,22,4,3,0,751,510.83707981145204,17,1848.1278291432868,0
2036.4350406142337,8,3,1,0,3588,442.70801490046506,14,3915.5326305994818,0
4275.6977892052455,10,4,1,0,1239,358.9439544222385,15,4822.813395915024,0
351.53044992673574,4,4,3,0,664,369.57097024358467,9,4268.948802119766,0
4002.0171369629106,6,2,1,1,3151,619.142054605918,19,735.8570514459051,0
2626.6742417962055,5,4,0,0,837,614.7923825332863,6,3967.3897666554,0
1615.2162468181302,11,3,1,0,2758,741.811058352013,12,429.14925865811415,0
847.385497274981,3,0,1,0,1596,178.83608251192385,7,2438.682719464013,0
7231.156390037595,3,1,0,1,1508,224.1872534675771,20,2035.881548898161,1
2983.0633976519844,15,1,0,0,1697,700.442736418619,4,2984.6349675323468,0
555.569247464729,10,2,0,1,908,530.9137433436732,12,3123.2104578476933,0
2196.3235392488787,17,1,3,0,552,89.02003321206018,5,798.0581803861736,0
4554.062444318016,21,4,3,0,3587,889.0119476328026,12,70.3521600774859,0
2307.0989635399696,2,5,0,0,9,830.5990543039156,13,2755.0246112668915,0
1799.382113502201,23,2,0,0,2047,549.3102833978055,5,4562.145343833464,0
1928.8658379110148,20,4,0,0,3151,64.63798681370459,14,4230.863241278324,0
1320.1839370851633,18,0,1,0,429,309.769080945261,12,1244.1287499520065,0
4679.214895382496,10,3,0,0,3137,340.8364977668127,12,1964.1324499626762,0
2423.580850186544,10,3,1,0,1732,831.9811095831291,9,2136.6769875013906,0
4958.861871493894,8,4,0,0,2553,403.7312137075773,11,3522.3355363862806,0
8093.994601975293,0,6,0,1,3,294.14874104678694,18,7438.873839493772,1
3809.894261853446,7,1,3,0,996,395.5694649192806,17,3841.3380970380376,0
919.0765131901089,10,0,1,0,422,733.0626059361766,10,2756.284060254288,0
2655.4631214878427,5,3,3,0,1294,655.1786309520169,18,4882.06772585319,0
1124.9290071090359,8,4,3,0,489,575.8717930090999,16,4609.340301495913,0
450.90072354536574,20,2,2,0,466,995.820503336815,0,1465.4185948888066,0
339.53084643469356,15,3,2,0,2149,443.5606809802176,8,2606.064947061336,0
875.9576543654501,6,3,2,0,3537,660.3445082929912,17,2737.021382853894,0
4805.691561850286,15,6,0,0,2600,894.2918016468435,10,3418.135859246119,0
1858.7728559447655,18,2,3,1,490,735.61845317627,13,2633.9945730900617,0
507.4570191833629,1,5,3,0,1372,362.8172483158337,4,3917.124521856696,0
2728.0743072424657,10,3,0,0,3535,611.1668165416182,10,1426.7074828237392,0
